-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0
3689.35375977,1765.88952637,3762.74780273,1959.78833008
3677.90893555,1755.4432373,3746.56762695,1914.31628418
3680.02563477,1768.06140137,3607.07519531,1801.58325195
3695.53564453,1779.16943359,3539.02856445,1766.71606445
3704.33618164,1768.01867676,3706.52172852,1865.91833496
3698.90673828,1753.63244629,3865.62768555,1994.70202637
3693.04248047,1760.66442871,3779.50952148,2053.2668457
3698.40454102,1775.09204102,3598.66870117,2067.4387207
3707.328125,1776.34716797,3576.33496094,2089.33862305
3706.22241211,1779.24169922,3704.8659668,2069.22143555
3697.01855469,1795.27685547,3795.82763672,1943.84533691
3693.65380859,1792.84570313,3752.87084961,1800.4666748
3700.55712891,1748.81542969,3656.70239258,1787.50805664
3707.31835938,1699.79443359,3630.61694336,1882.89611816
3705.74804688,1690.63012695,3689.20092773,1942.51782227
3700.64013672,1708.20153809,3744.9934082,1950.70947266
3699.77636719,1713.59143066,3736.24926758,1995.05871582
3702.58618164,1707.11694336,3693.31298828,2038.17138672
3703.87207031,1714.83630371,3674.83813477,1977.10327148
3702.35595703,1735.31262207,3689.5012207,1874.12756348
3700.79907227,1744.5949707,3705.96630859,1863.34790039
3701.22753906,1739.15124512,3708.31201172,1908.77258301
3702.87475586,1735.66503906,3707.04125977,1902.66955566
3703.34716797,1738.39379883,3707.16259766,1878.24731445
3701.4765625,1737.57727051,3699.54296875,1889.71850586
3699.42993164,1730.81652832,3686.44750977,1848.3494873
3700.14160156,1723.30114746,3687.06152344,1706.52612305
3702.69750977,1717.96044922,3706.54394531,1618.78796387
3703.65283203,1717.78625488,3721.23730469,1708.52490234
3702.70507813,1723.46533203,3710.32250977,1864.78466797
3702.62451172,1728.61804199,3687.43554688,1943.16955566
3703.71459961,1733.48193359,3682.7800293,1965.16394043
3703.37915039,1747.19604492,3701.46069336,1983.38427734
3701.43652344,1760.52111816,3717.96020508,1963.3548584
3700.87890625,1750.57128906,3711.91625977,1906.95593262
3702.71142578,1726.19311523,3693.59106445,1895.16870117
3704.39233398,1719.30969238,3687.09619141,1940.7947998
3704.05737305,1726.31970215,3698.36962891,1966.6048584
3702.7890625,1718.37792969,3710.63916016,1943.64172363
3702.21484375,1701.09851074,3709.08496094,1912.76037598
3702.41455078,1699.92370605,3698.7722168,1897.1595459
3702.47192383,1710.4564209,3693.9128418,1891.06713867
3701.71606445,1719.22070313,3697.89941406,1877.98596191
3700.57861328,1731.53466797,3702.4453125,1818.20556641
3700.40234375,1740.38757324,3702.10766602,1704.27612305
3701.68701172,1726.06738281,3700.06616211,1623.35754395
3703.20361328,1702.30822754,3700.11743164,1660.36816406
3703.86669922,1696.92224121,3701.17773438,1777.55627441
3704.06225586,1699.54272461,3701.28344727,1886.87756348
3704.01831055,1693.85205078,3701.14086914,1963.41662598
3703.00952148,1699.10046387,3701.6237793,1997.38378906
3701.42602539,1721.55078125,3701.62524414,1948.24499512
3701.09838867,1730.94763184,3700.25,1841.02197266
3702.33496094,1728.26281738,3698.81616211,1786.36682129
3703.26318359,1753.01025391,3699.25366211,1825.11242676
3702.99584961,1796.98913574,3701.42578125,1874.69055176
3702.56201172,1803.61132813,3702.84448242,1872.1730957
3702.29272461,1766.25866699,3701.38378906,1833.64160156
3701.50805664,1737.30212402,3698.30029297,1764.94897461
3700.83886719,1737.08190918,3697.20922852,1667.36486816
3701.51269531,1736.53271484,3699.34643555,1611.77355957
3702.77856445,1727.4864502,3702.03686523,1655.61560059
3703.24658203,1734.6394043,3702.99853516,1741.96350098
3703.48608398,1755.2857666,3703.12353516,1811.4197998
3704.22192383,1753.70300293,3703.47900391,1896.76330566
3704.15551758,1727.23852539,3703.15625,1988.36413574
3702.56005859,1719.95617676,3701.88305664,1982.82617188
3701.31591797,1751.39038086,3701.27294922,1879.22839355
3701.75073242,1787.32861328,3701.96411133,1819.28125
3702.49267578,1805.59289551,3702.57299805,1847.09191895
3702.40087891,1830.11218262,3702.33276367,1857.42431641
3702.31860352,1869.93322754,3702.03417969,1821.01599121
3702.48999023,1891.77709961,3701.95361328,1805.50439453
3701.62915039,1886.3894043,3701.30981445,1771.39306641
3699.80053711,1891.81335449,3700.24707031,1622.04943848
3699.23095703,1921.21557617,3700.30224609,1442.40905762
3701.04907227,1938.90246582,3702.0234375,1422.82336426
3703.41186523,1929.01013184,3703.66162109,1566.39245605
3703.91796875,1917.92480469,3703.52441406,1699.59301758
3702.48217773,1917.59887695,3702.4597168,1735.41088867
3700.93920898,1913.33520508,3702.30664063,1732.60717773
3700.58398438,1910.61328125,3702.88574219,1738.60119629
3701.09008789,1931.80712891,3702.74316406,1737.85803223
3701.58618164,1965.32421875,3702.03613281,1731.88476563
3701.48413086,1971.80322266,3701.98852539,1746.13586426
3700.11743164,1943.86584473,3702.11474609,1754.22216797
3697.3503418,1916.78234863,3701.046875,1682.95202637
3695.0715332,1915.57946777,3699.72729492,1527.29956055
3695.82226563,1927.67138672,3700.44628906,1402.03601074
3698.94555664,1935.32275391,3702.77905273,1414.55065918
3700.48242188,1941.76916504,3703.86669922,1520.72265625
3698.18286133,1950.5892334,3702.93115234,1585.30249023
3694.24145508,1949.0859375,3702.09106445,1554.80578613
3691.65063477,1933.78381348,3702.28393555,1482.44567871
3690.44946289,1927.15332031,3701.9855957,1417.51538086
3689.44702148,1943.36853027,3700.80004883,1373.15917969
